0;21776;21776;0x5510;Response ok
1;1032;1032;0x0408;Response ok
2;20480;20480;0x5000;Response ok
3;80;80;0x0050;Response ok
4;0;0;0x0000;Response ok
5;4100;4100;0x1004;Response ok
6;426;426;0x01AA;Response ok
7;1;1;0x0001;Response ok
8;0;0;0x0000;Response ok
9;0;0;0x0000;Response ok
10;0;0;0x0000;Response ok
11;0;0;0x0000;Response ok
12;0;0;0x0000;Response ok
13;0;0;0x0000;Response ok
14;0;0;0x0000;Response ok
15;0;0;0x0000;Response ok
16;0;0;0x0000;Response ok
17;0;0;0x0000;Response ok
18;10;10;0x000A;Response ok
19;50;50;0x0032;Response ok
20;10;10;0x000A;Response ok
21;40;40;0x0028;Response ok
22;15;15;0x000F;Response ok
23;100;100;0x0064;Response ok
24;25;25;0x0019;Response ok
25;100;100;0x0064;Response ok
26;16;16;0x0010;Response ok
27;40;40;0x0028;Response ok
28;18;18;0x0012;Response ok
29;90;90;0x005A;Response ok
30;30;30;0x001E;Response ok
31;9;9;0x0009;Response ok
32;0;0;0x0000;Response ok
33;80;80;0x0050;Response ok
34;25;25;0x0019;Response ok
35;-50;65486;0xFFCE;Response ok
36;5;5;0x0005;Response ok
37;0;0;0x0000;Response ok
38;0;0;0x0000;Response ok
39;0;0;0x0000;Response ok
40;0;0;0x0000;Response ok
41;0;0;0x0000;Response ok
42;0;0;0x0000;Response ok
43;0;0;0x0000;Response ok
44;0;0;0x0000;Response ok
45;0;0;0x0000;Response ok
46;0;0;0x0000;Response ok
47;0;0;0x0000;Response ok
48;0;0;0x0000;Response ok
49;0;0;0x0000;Response ok
50;0;0;0x0000;Response ok
51;0;0;0x0000;Response ok
52;0;0;0x0000;Response ok
53;0;0;0x0000;Response ok
54;0;0;0x0000;Response ok
55;0;0;0x0000;Response ok
56;0;0;0x0000;Response ok
57;0;0;0x0000;Response ok
58;0;0;0x0000;Response ok
59;0;0;0x0000;Response ok
60;0;0;0x0000;Response ok
61;0;0;0x0000;Response ok
62;0;0;0x0000;Response ok
63;0;0;0x0000;Response ok
64;0;0;0x0000;02 Illegal Data Address
65;0;0;0x0000;02 Illegal Data Address
66;0;0;0x0000;02 Illegal Data Address
67;0;0;0x0000;02 Illegal Data Address
68;0;0;0x0000;02 Illegal Data Address
69;0;0;0x0000;02 Illegal Data Address
70;0;0;0x0000;02 Illegal Data Address
71;0;0;0x0000;02 Illegal Data Address
72;0;0;0x0000;02 Illegal Data Address
73;0;0;0x0000;02 Illegal Data Address
74;0;0;0x0000;02 Illegal Data Address
75;0;0;0x0000;02 Illegal Data Address
76;0;0;0x0000;02 Illegal Data Address
77;0;0;0x0000;02 Illegal Data Address
78;0;0;0x0000;02 Illegal Data Address
79;0;0;0x0000;02 Illegal Data Address
80;0;0;0x0000;02 Illegal Data Address
81;0;0;0x0000;02 Illegal Data Address
82;0;0;0x0000;02 Illegal Data Address
83;0;0;0x0000;02 Illegal Data Address
84;0;0;0x0000;02 Illegal Data Address
85;0;0;0x0000;02 Illegal Data Address
86;0;0;0x0000;02 Illegal Data Address
87;0;0;0x0000;02 Illegal Data Address
88;0;0;0x0000;02 Illegal Data Address
89;0;0;0x0000;02 Illegal Data Address
90;0;0;0x0000;02 Illegal Data Address
91;0;0;0x0000;02 Illegal Data Address
92;0;0;0x0000;02 Illegal Data Address
93;0;0;0x0000;02 Illegal Data Address
94;0;0;0x0000;02 Illegal Data Address
95;0;0;0x0000;02 Illegal Data Address
96;0;0;0x0000;02 Illegal Data Address
97;0;0;0x0000;02 Illegal Data Address
98;0;0;0x0000;02 Illegal Data Address
99;0;0;0x0000;02 Illegal Data Address
100;0;0;0x0000;02 Illegal Data Address
